ip,is_private,total_attempts,session_duration,attempts_per_second,is_single_event,total_failures,total_successes,failure_ratio,unique_users_count,unique_users_ratio,has_root_attempt,has_valid_user_attempt,max_failure_streak,invalid_user_attempts,has_reverse_mapping_failed,ts_first,ts_last,class
5.188.10.182,0,1,0,1.0,1,1,0,1.0,1,1.0,0,0,1,1,0,1702336508,1702336508,1
5.188.10.182,0,18,72,0.246575,0,18,0,1.0,4,0.222222,0,0,18,18,0,1702344943,1702345015,3
5.188.10.182,0,1,0,1.0,1,1,0,1.0,1,1.0,0,0,1,1,0,1702369830,1702369830,1
5.188.10.182,0,5,30,0.16129,0,5,0,1.0,3,0.6,0,0,5,5,0,1702439486,1702439516,2
5.188.10.182,0,23,105,0.216981,0,23,0,1.0,5,0.217391,0,0,23,23,0,1702512654,1702512759,3
5.188.10.182,0,5,34,0.142857,0,5,0,1.0,3,0.6,0,0,5,5,0,1702539859,1702539893,2
5.188.10.182,0,3,21,0.136364,0,3,0,1.0,2,0.666667,0,0,3,3,0,1702632101,1702632122,2
5.188.10.182,0,6,37,0.157895,0,6,0,1.0,4,0.666667,0,0,6,6,0,1702658856,1702658893,3
5.188.10.182,0,3,12,0.230769,0,3,0,1.0,2,0.666667,0,0,3,3,0,1702682719,1702682731,2
5.188.10.182,0,46,168,0.272189,0,46,0,1.0,16,0.347826,1,0,46,46,0,1702691245,1702691413,3
5.188.10.182,0,12,110,0.108108,0,12,0,1.0,4,0.333333,0,0,12,12,0,1702731102,1702731212,3
5.188.10.182,0,12,53,0.222222,0,12,0,1.0,4,0.333333,0,0,12,12,0,1702739024,1702739077,3
5.188.10.182,0,1,0,1.0,1,1,0,1.0,1,1.0,0,0,1,1,0,1702774643,1702774643,1
5.188.10.182,0,18,90,0.197802,0,18,0,1.0,4,0.222222,0,0,18,18,0,1702800462,1702800552,3
5.188.10.182,0,40,193,0.206186,0,40,0,1.0,14,0.35,1,0,40,40,0,1702835927,1702836120,3
5.188.10.182,0,6,32,0.181818,0,6,0,1.0,4,0.666667,0,0,6,6,0,1702848569,1702848601,3
5.188.10.182,0,6,29,0.2,0,6,0,1.0,4,0.666667,0,0,6,6,0,1702901308,1702901337,3
5.188.10.182,0,46,157,0.291139,0,46,0,1.0,16,0.347826,1,0,46,46,0,1702945077,1702945234,3
5.188.10.182,0,46,156,0.292994,0,46,0,1.0,16,0.347826,1,0,46,46,0,1702972277,1702972433,3
5.188.10.182,0,5,27,0.178571,0,5,0,1.0,3,0.6,0,0,5,5,0,1703010472,1703010499,2
5.188.10.182,0,23,94,0.242105,0,23,0,1.0,5,0.217391,0,0,23,23,0,1703051122,1703051216,3
5.188.10.182,0,3,19,0.15,0,3,0,1.0,2,0.666667,0,0,3,3,0,1703061054,1703061073,2
5.188.10.182,0,46,165,0.277108,0,46,0,1.0,16,0.347826,1,0,46,46,0,1703093068,1703093233,3
5.188.10.182,0,1,0,1.0,1,1,0,1.0,1,1.0,0,0,1,1,0,1703123252,1703123252,1
5.188.10.182,0,1,0,1.0,1,1,0,1.0,1,1.0,0,0,1,1,0,1703132695,1703132695,1
5.188.10.182,0,12,49,0.24,0,12,0,1.0,4,0.333333,0,0,12,12,0,1703181689,1703181738,3
5.188.10.182,0,46,200,0.228856,0,46,0,1.0,16,0.347826,1,0,46,46,0,1703224126,1703224326,3
5.188.10.182,0,5,30,0.16129,0,5,0,1.0,3,0.6,0,0,5,5,0,1703239636,1703239666,2
5.188.10.182,0,6,48,0.122449,0,6,0,1.0,4,0.666667,0,0,6,6,0,1703270399,1703270447,3
5.188.10.182,0,12,59,0.2,0,12,0,1.0,4,0.333333,0,0,12,12,0,1703289678,1703289737,3
5.188.10.182,0,6,31,0.1875,0,6,0,1.0,4,0.666667,0,0,6,6,0,1703862607,1703862638,3
5.188.10.182,0,46,153,0.298701,0,46,0,1.0,16,0.347826,1,0,46,46,0,1703906372,1703906525,3
5.188.10.182,0,24,95,0.25,0,24,0,1.0,6,0.25,0,0,24,24,0,1703929846,1703929941,3
5.188.10.182,0,6,38,0.153846,0,6,0,1.0,4,0.666667,0,0,6,6,0,1703960394,1703960432,3
5.188.10.182,0,46,164,0.278788,0,46,0,1.0,16,0.347826,1,0,46,46,0,1703972535,1703972699,3
5.188.10.182,0,3,19,0.15,0,3,0,1.0,2,0.666667,0,0,3,3,0,1704008271,1704008290,2
5.188.10.182,0,6,33,0.176471,0,6,0,1.0,4,0.666667,0,0,6,6,0,1704027050,1704027083,3
5.188.10.182,0,3,14,0.2,0,3,0,1.0,2,0.666667,0,0,3,3,0,1704052463,1704052477,2
5.188.10.182,0,18,62,0.285714,0,18,0,1.0,4,0.222222,0,0,18,18,0,1704115103,1704115165,3
5.188.10.182,0,5,33,0.147059,0,5,0,1.0,3,0.6,0,0,5,5,0,1704137458,1704137491,2
5.188.10.182,0,6,34,0.171429,0,6,0,1.0,4,0.666667,0,0,6,6,0,1704162270,1704162304,3
5.188.10.182,0,3,22,0.130435,0,3,0,1.0,2,0.666667,0,0,3,3,0,1704244543,1704244565,2
5.188.10.182,0,5,45,0.108696,0,5,0,1.0,3,0.6,0,0,5,5,0,1704273418,1704273463,2
5.188.10.182,0,6,53,0.111111,0,6,0,1.0,4,0.666667,0,0,6,6,0,1704299276,1704299329,3
5.188.10.182,0,42,171,0.244186,0,42,0,1.0,15,0.357143,1,0,42,42,0,1704325130,1704325301,3
5.188.10.182,0,1,0,1.0,1,1,0,1.0,1,1.0,0,0,1,1,0,1704351148,1704351148,1
5.188.10.182,0,18,79,0.225,0,18,0,1.0,4,0.222222,0,0,18,18,0,1704364870,1704364949,3
5.188.10.182,0,18,94,0.189474,0,18,0,1.0,4,0.222222,0,0,18,18,0,1704395069,1704395163,3
5.188.10.182,0,46,166,0.275449,0,46,0,1.0,16,0.347826,1,0,46,46,0,1704413930,1704414096,3
5.188.10.182,0,1,0,1.0,1,1,0,1.0,1,1.0,0,0,1,1,0,1704461591,1704461591,1
5.188.10.182,0,6,24,0.24,0,6,0,1.0,4,0.666667,0,0,6,6,0,1704469776,1704469800,3
5.188.10.182,0,6,43,0.136364,0,6,0,1.0,4,0.666667,0,0,6,6,0,1704510555,1704510598,3
5.188.10.182,0,30,117,0.254237,0,30,0,1.0,9,0.3,0,0,30,30,0,1704538203,1704538320,3
5.188.10.182,0,6,22,0.26087,0,6,0,1.0,4,0.666667,0,0,6,6,0,1704573201,1704573223,3
5.188.10.182,0,30,108,0.275229,0,30,0,1.0,9,0.3,0,0,30,30,0,1704607789,1704607897,3
103.207.37.82,0,5,8,0.555556,0,5,0,1.0,3,0.6,0,0,5,5,0,1702186067,1702186075,2
103.207.37.82,0,5,7,0.625,0,5,0,1.0,3,0.6,0,0,5,5,0,1702291026,1702291033,2
103.207.37.82,0,5,7,0.625,0,5,0,1.0,3,0.6,0,0,5,5,0,1702752182,1702752189,2
103.207.37.82,0,5,8,0.555556,0,5,0,1.0,3,0.6,0,0,5,5,0,1703261315,1703261323,2
103.207.37.82,0,5,8,0.555556,0,5,0,1.0,3,0.6,0,0,5,5,0,1703908710,1703908718,2
103.207.37.82,0,5,7,0.625,0,5,0,1.0,3,0.6,0,0,5,5,0,1704203132,1704203139,2
219.156.124.234,0,2,10,0.181818,0,2,0,1.0,1,0.5,1,0,2,2,1,1702186698,1702186708,1
81.144.235.98,0,777,3671,0.211601,0,777,0,1.0,1,0.001287,1,0,777,777,0,1702188455,1702192126,3
221.164.9.48,0,2,3,0.5,0,2,0,1.0,1,0.5,0,0,2,2,0,1702188655,1702188658,1
221.164.9.48,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702189296,1702189298,1
221.164.9.48,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702189919,1702189921,1
221.164.9.48,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702190550,1702190552,1
221.164.9.48,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702191181,1702191183,1
221.164.9.48,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702191802,1702191804,1
221.164.9.48,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702192425,1702192427,1
221.164.9.48,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702193049,1702193051,1
221.164.9.48,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702193677,1702193679,1
119.7.221.137,0,38,99,0.38,0,38,0,1.0,1,0.026316,1,0,38,38,0,1702189224,1702189323,3
119.7.221.137,0,128,308,0.414239,0,128,0,1.0,9,0.070312,1,0,128,128,0,1702195642,1702195950,3
119.7.221.137,0,128,299,0.426667,0,128,0,1.0,9,0.070312,1,0,128,128,0,1702210469,1702210768,3
119.7.221.137,0,26,64,0.4,0,26,0,1.0,1,0.038462,1,0,26,26,0,1702296118,1702296182,3
119.7.221.137,0,11,33,0.323529,0,11,0,1.0,1,0.090909,1,0,11,11,0,1702444922,1702444955,3
119.7.221.137,0,34,97,0.346939,0,34,0,1.0,1,0.029412,1,0,34,34,0,1702630535,1702630632,3
119.7.221.137,0,72,204,0.35122,0,72,0,1.0,1,0.013889,1,0,72,72,0,1702702637,1702702841,3
119.7.221.137,0,128,283,0.450704,0,128,0,1.0,9,0.070312,1,0,128,128,0,1702714916,1702715199,3
119.7.221.137,0,72,191,0.375,0,72,0,1.0,1,0.013889,1,0,72,72,0,1702799142,1702799333,3
119.7.221.137,0,128,281,0.453901,0,128,0,1.0,9,0.070312,1,0,128,128,0,1702951491,1702951772,3
119.7.221.137,0,11,33,0.323529,0,11,0,1.0,1,0.090909,1,0,11,11,0,1702996158,1702996191,3
119.7.221.137,0,128,270,0.472325,0,128,0,1.0,9,0.070312,1,0,128,128,0,1703008083,1703008353,3
119.7.221.137,0,87,214,0.404651,0,87,0,1.0,1,0.011494,1,0,87,87,0,1703179824,1703180038,3
119.7.221.137,0,128,281,0.453901,0,128,0,1.0,9,0.070312,1,0,128,128,0,1703199599,1703199880,3
119.7.221.137,0,128,276,0.462094,0,128,0,1.0,9,0.070312,1,0,128,128,0,1703890509,1703890785,3
119.7.221.137,0,128,312,0.408946,0,128,0,1.0,9,0.070312,1,0,128,128,0,1704341549,1704341861,3
119.7.221.137,0,21,87,0.238636,0,21,0,1.0,1,0.047619,1,0,21,21,0,1704562252,1704562339,3
175.207.12.37,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702194236,1702194238,1
175.207.12.37,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702196368,1702196370,1
175.207.12.37,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702200933,1702200935,1
175.207.12.37,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702201659,1702201661,1
175.207.12.37,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702202383,1702202385,1
175.207.12.37,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702203118,1702203120,1
175.207.12.37,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702203863,1702203865,1
175.207.12.37,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702204623,1702204625,1
195.154.63.158,0,3,6,0.428571,0,3,0,1.0,2,0.666667,0,0,3,3,1,1702194964,1702194970,2
195.154.63.158,0,3,7,0.375,0,3,0,1.0,2,0.666667,0,0,3,3,1,1702241452,1702241459,2
195.154.63.158,0,3,7,0.375,0,3,0,1.0,2,0.666667,0,0,3,3,1,1702309285,1702309292,2
195.154.63.158,0,3,7,0.375,0,3,0,1.0,2,0.666667,0,0,3,3,1,1702353654,1702353661,2
195.154.63.158,0,3,7,0.375,0,3,0,1.0,2,0.666667,0,0,3,3,1,1702437358,1702437365,2
195.154.63.158,0,3,8,0.333333,0,3,0,1.0,2,0.666667,0,0,3,3,1,1702487189,1702487197,2
195.154.63.158,0,3,7,0.375,0,3,0,1.0,2,0.666667,0,0,3,3,1,1702529504,1702529511,2
195.154.63.158,0,3,11,0.25,0,3,0,1.0,2,0.666667,0,0,3,3,1,1702584663,1702584674,2
195.154.63.158,0,3,7,0.375,0,3,0,1.0,2,0.666667,0,0,3,3,1,1702783350,1702783357,2
195.154.63.158,0,3,6,0.428571,0,3,0,1.0,2,0.666667,0,0,3,3,1,1702878006,1702878012,2
195.154.63.158,0,3,7,0.375,0,3,0,1.0,2,0.666667,0,0,3,3,1,1702936234,1702936241,2
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702195182,1702195184,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702207078,1702207080,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702218991,1702218993,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702230903,1702230905,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702242789,1702242791,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702254667,1702254669,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702266573,1702266575,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702278481,1702278483,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702290406,1702290408,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702302325,1702302327,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702314253,1702314255,1
61.143.3.203,0,2,3,0.5,0,2,0,1.0,1,0.5,0,0,2,2,0,1702326162,1702326165,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702338052,1702338054,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702349965,1702349967,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702361891,1702361893,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702373834,1702373836,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702385782,1702385784,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702397738,1702397740,1
61.143.3.203,0,2,1,1.0,0,2,0,1.0,1,0.5,0,0,2,2,0,1702409667,1702409668,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702421570,1702421572,1
61.143.3.203,0,2,3,0.5,0,2,0,1.0,1,0.5,0,0,2,2,0,1702433502,1702433505,1
61.143.3.203,0,2,3,0.5,0,2,0,1.0,1,0.5,0,0,2,2,0,1702445490,1702445493,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702457463,1702457465,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702472860,1702472862,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702484841,1702484843,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702496799,1702496801,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702531153,1702531155,1
61.143.3.203,0,2,1,1.0,0,2,0,1.0,1,0.5,0,0,2,2,0,1702543119,1702543120,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702555069,1702555071,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702567027,1702567029,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702578993,1702578995,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702594719,1702594721,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702606657,1702606659,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702618609,1702618611,1
61.143.3.203,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702630572,1702630574,1
39.87.61.197,0,2,3,0.5,0,2,0,1.0,1,0.5,0,0,2,2,0,1702196727,1702196730,1
178.253.240.3,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,1,1702196734,1702196736,1
41.42.108.121,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,1,1702196749,1702196751,1
183.62.156.108,0,1,0,1.0,1,0,1,0.0,1,1.0,0,1,0,0,0,1702199872,1702199872,0
183.62.156.108,0,1,0,1.0,1,0,1,0.0,1,1.0,0,1,0,0,0,1703138199,1703138199,0
183.62.156.108,0,1,0,1.0,1,0,1,0.0,1,1.0,0,1,0,0,0,1703149626,1703149626,0
183.62.156.108,0,1,0,1.0,1,0,1,0.0,1,1.0,0,1,0,0,0,1703165215,1703165215,0
183.62.156.108,0,2,8,0.222222,0,1,1,0.5,2,1.0,1,1,1,1,0,1704169213,1704169221,2
5.188.10.156,0,1,0,1.0,1,1,0,1.0,1,1.0,0,0,1,1,0,1702201403,1702201403,1
5.188.10.156,0,12,109,0.109091,0,12,0,1.0,4,0.333333,0,0,12,12,0,1702249081,1702249190,3
5.188.10.156,0,6,49,0.12,0,6,0,1.0,4,0.666667,0,0,6,6,0,1702298357,1702298406,3
5.188.10.156,0,46,228,0.200873,0,46,0,1.0,16,0.347826,1,0,46,46,0,1702353179,1702353407,3
5.188.10.156,0,6,33,0.176471,0,6,0,1.0,4,0.666667,0,0,6,6,0,1702444180,1702444213,3
5.188.10.156,0,46,139,0.328571,0,46,0,1.0,16,0.347826,1,0,46,46,0,1702472011,1702472150,3
5.188.10.156,0,3,11,0.25,0,3,0,1.0,2,0.666667,0,0,3,3,0,1702549435,1702549446,2
5.188.10.156,0,46,148,0.308725,0,46,0,1.0,16,0.347826,1,0,46,46,0,1702565090,1702565238,3
5.188.10.156,0,1,0,1.0,1,1,0,1.0,1,1.0,0,0,1,1,0,1702638899,1702638899,1
5.188.10.156,0,26,118,0.218487,0,26,0,1.0,7,0.269231,0,0,26,26,0,1702707159,1702707277,3
5.188.10.156,0,3,22,0.130435,0,3,0,1.0,2,0.666667,0,0,3,3,0,1702750343,1702750365,2
5.188.10.156,0,5,20,0.238095,0,5,0,1.0,3,0.6,0,0,5,5,0,1702828215,1702828235,2
5.188.10.156,0,18,66,0.268657,0,18,0,1.0,4,0.222222,0,0,18,18,0,1702904546,1702904612,3
5.188.10.156,0,6,29,0.2,0,6,0,1.0,4,0.666667,0,0,6,6,0,1702957722,1702957751,3
5.188.10.156,0,5,20,0.238095,0,5,0,1.0,3,0.6,0,0,5,5,0,1702999220,1702999240,2
5.188.10.156,0,1,0,1.0,1,1,0,1.0,1,1.0,0,0,1,1,0,1703066673,1703066673,1
5.188.10.156,0,6,25,0.230769,0,6,0,1.0,4,0.666667,0,0,6,6,0,1703076432,1703076457,3
5.188.10.156,0,46,197,0.232323,0,46,0,1.0,16,0.347826,1,0,46,46,0,1703167032,1703167229,3
5.188.10.156,0,5,32,0.151515,0,5,0,1.0,3,0.6,0,0,5,5,0,1703204984,1703205016,2
5.188.10.156,0,28,116,0.239316,0,28,0,1.0,8,0.285714,0,0,28,28,0,1703262783,1703262899,3
5.188.10.156,0,46,157,0.291139,0,46,0,1.0,16,0.347826,1,0,46,46,0,1703847733,1703847890,3
5.188.10.156,0,5,25,0.192308,0,5,0,1.0,3,0.6,0,0,5,5,0,1703890897,1703890922,2
5.188.10.156,0,46,151,0.302632,0,46,0,1.0,16,0.347826,1,0,46,46,0,1703993582,1703993733,3
5.188.10.156,0,23,81,0.280488,0,23,0,1.0,5,0.217391,0,0,23,23,0,1703998503,1703998584,3
5.188.10.156,0,18,87,0.204545,0,18,0,1.0,4,0.222222,0,0,18,18,0,1704086111,1704086198,3
5.188.10.156,0,46,163,0.280488,0,46,0,1.0,16,0.347826,1,0,46,46,0,1704141290,1704141453,3
5.188.10.156,0,46,129,0.353846,0,46,0,1.0,16,0.347826,1,0,46,46,0,1704203213,1704203342,3
5.188.10.156,0,18,77,0.230769,0,18,0,1.0,4,0.222222,0,0,18,18,0,1704274060,1704274137,3
5.188.10.156,0,46,255,0.179688,0,46,0,1.0,16,0.347826,1,0,46,46,0,1704347273,1704347528,3
5.188.10.156,0,46,136,0.335766,0,46,0,1.0,16,0.347826,1,0,46,46,0,1704362000,1704362136,3
5.188.10.156,0,46,199,0.23,0,46,0,1.0,16,0.347826,1,0,46,46,0,1704463496,1704463695,3
5.188.10.156,0,46,193,0.237113,0,46,0,1.0,16,0.347826,1,0,46,46,0,1704517676,1704517869,3
5.188.10.156,0,26,112,0.230088,0,26,0,1.0,7,0.269231,0,0,26,26,0,1704569975,1704570087,3
117.107.159.146,0,4,12,0.307692,0,4,0,1.0,1,0.25,1,0,4,4,0,1702202893,1702202905,1
117.107.159.146,0,2,9,0.2,0,2,0,1.0,1,0.5,1,0,2,2,0,1702269086,1702269095,1
117.107.159.146,0,2,10,0.181818,0,2,0,1.0,1,0.5,1,0,2,2,0,1702576656,1702576666,1
191.96.249.68,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702205601,1702205603,1
191.96.249.68,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702533302,1702533304,1
2.176.38.105,0,7,14,0.466667,0,7,0,1.0,1,0.142857,0,0,7,7,0,1702210652,1702210666,3
137.189.241.19,0,1,0,1.0,1,0,1,0.0,1,1.0,0,1,0,0,0,1702210942,1702210942,0
137.189.241.19,0,1,0,1.0,1,0,1,0.0,1,1.0,0,1,0,0,0,1702216127,1702216127,0
119.137.60.156,0,1,0,1.0,1,0,1,0.0,1,1.0,0,1,0,0,0,1702212232,1702212232,0
153.164.208.29,0,2,12,0.153846,0,2,0,1.0,1,0.5,1,0,2,2,0,1702214693,1702214705,1
222.125.40.98,0,1,0,1.0,1,0,1,0.0,1,1.0,0,1,0,0,0,1702215276,1702215276,0
222.125.40.98,0,1,0,1.0,1,0,1,0.0,1,1.0,0,1,0,0,0,1702237940,1702237940,0
222.125.40.98,0,1,0,1.0,1,0,1,0.0,1,1.0,0,1,0,0,0,1702296690,1702296690,0
222.125.40.98,0,1,0,1.0,1,0,1,0.0,1,1.0,0,1,0,0,0,1702429832,1702429832,0
222.125.40.98,0,1,0,1.0,1,0,1,0.0,1,1.0,0,1,0,0,0,1702826680,1702826680,0
222.125.40.98,0,1,0,1.0,1,0,1,0.0,1,1.0,0,1,0,0,0,1702907651,1702907651,0
94.222.18.230,0,7,20,0.333333,0,7,0,1.0,1,0.142857,0,0,7,7,0,1702220876,1702220896,3
58.53.219.75,0,7,10,0.636364,0,7,0,1.0,1,0.142857,0,0,7,7,0,1702221299,1702221309,3
58.53.219.75,0,2,10,0.181818,0,2,0,1.0,1,0.5,1,0,2,2,0,1702678815,1702678825,1
58.53.219.75,0,2,10,0.181818,0,2,0,1.0,1,0.5,1,0,2,2,0,1702697233,1702697243,1
58.53.219.75,0,7,13,0.5,0,7,0,1.0,1,0.142857,0,0,7,7,0,1703061839,1703061852,3
58.53.219.75,0,2,10,0.181818,0,2,0,1.0,1,0.5,1,0,2,2,0,1703848011,1703848021,1
58.53.219.75,0,7,12,0.538462,0,7,0,1.0,1,0.142857,0,0,7,7,0,1703930577,1703930589,3
58.53.219.75,0,7,10,0.636364,0,7,0,1.0,1,0.142857,0,0,7,7,0,1703997552,1703997562,3
58.53.219.75,0,2,9,0.2,0,2,0,1.0,1,0.5,1,0,2,2,0,1704249558,1704249567,1
58.53.219.75,0,2,10,0.181818,0,2,0,1.0,1,0.5,1,0,2,2,0,1704316991,1704317001,1
58.53.219.75,0,2,11,0.166667,0,2,0,1.0,1,0.5,1,0,2,2,0,1704597968,1704597979,1
114.35.77.143,0,7,19,0.35,0,7,0,1.0,1,0.142857,0,0,7,7,0,1702224487,1702224506,3
121.193.184.2,0,7,13,0.5,0,7,0,1.0,1,0.142857,0,0,7,7,0,1702224812,1702224825,3
109.187.189.194,0,2,13,0.142857,0,2,0,1.0,1,0.5,1,0,2,2,0,1702226454,1702226467,1
87.120.255.141,0,6,12,0.461538,0,6,0,1.0,3,0.5,0,0,6,6,0,1702226560,1702226572,3
87.120.255.141,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702328784,1702328786,1
87.120.255.141,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702595416,1702595418,1
123.157.138.165,0,2,10,0.181818,0,2,0,1.0,1,0.5,1,0,2,2,0,1702227591,1702227601,1
123.157.138.165,0,2,10,0.181818,0,2,0,1.0,1,0.5,1,0,2,2,0,1702420884,1702420894,1
123.157.138.165,0,7,13,0.5,0,7,0,1.0,1,0.142857,0,0,7,7,0,1704181773,1704181786,3
58.42.244.194,0,36,48,0.734694,0,36,0,1.0,1,0.027778,0,0,36,36,0,1702228290,1702228338,3
119.253.248.211,0,14,33,0.411765,0,14,0,1.0,4,0.285714,0,0,14,14,0,1702229644,1702229677,3
119.253.248.211,0,126,277,0.453237,0,126,0,1.0,14,0.111111,1,0,126,126,0,1702992875,1702993152,3
183.230.146.26,0,2,11,0.166667,0,2,0,1.0,1,0.5,1,0,2,2,0,1702231229,1702231240,1
183.230.146.26,0,7,13,0.5,0,7,0,1.0,1,0.142857,0,0,7,7,0,1703061823,1703061836,3
60.172.229.172,0,7,14,0.466667,0,7,0,1.0,1,0.142857,0,0,7,7,0,1702233702,1702233716,3
60.172.229.172,0,2,10,0.181818,0,2,0,1.0,1,0.5,1,0,2,2,0,1702290477,1702290487,1
60.172.229.172,0,2,9,0.2,0,2,0,1.0,1,0.5,1,0,2,2,0,1702306459,1702306468,1
60.172.229.172,0,2,10,0.181818,0,2,0,1.0,1,0.5,1,0,2,2,0,1702487003,1702487013,1
60.172.229.172,0,2,10,0.181818,0,2,0,1.0,1,0.5,1,0,2,2,0,1702801982,1702801992,1
60.172.229.172,0,7,12,0.538462,0,7,0,1.0,1,0.142857,0,0,7,7,0,1702823752,1702823764,3
60.172.229.172,0,7,11,0.583333,0,7,0,1.0,1,0.142857,0,0,7,7,0,1703984917,1703984928,3
60.172.229.172,0,7,13,0.5,0,7,0,1.0,1,0.142857,0,0,7,7,0,1704092813,1704092826,3
60.172.229.172,0,7,12,0.538462,0,7,0,1.0,1,0.142857,0,0,7,7,0,1704294654,1704294666,3
60.172.229.172,0,7,12,0.538462,0,7,0,1.0,1,0.142857,0,0,7,7,0,1704299666,1704299678,3
60.172.229.172,0,7,12,0.538462,0,7,0,1.0,1,0.142857,0,0,7,7,0,1704359926,1704359938,3
60.172.229.172,0,7,11,0.583333,0,7,0,1.0,1,0.142857,0,0,7,7,0,1704548809,1704548820,3
188.6.164.245,0,2,7,0.25,0,2,0,1.0,1,0.5,0,0,2,2,0,1702234370,1702234377,1
123.116.6.72,0,4,2,1.333333,0,4,0,1.0,1,0.25,0,0,4,4,0,1702234544,1702234546,1
138.68.246.205,0,6,12,0.461538,0,6,0,1.0,3,0.5,1,0,6,6,0,1702239886,1702239898,3
112.27.28.27,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702241055,1702241057,1
191.37.172.83,0,2,2,0.666667,0,2,0,1.0,1,0.5,0,0,2,2,0,1702241064,1702241066,1
