alert_kind,alert_type,ts_alert,ip,session_duration,total_attempts,layer1_class,layer1_label,layer2_score,layer2_anomaly,had_early_alert,alert_subtype,ts_first,attempts_so_far,failures_so_far,reason,event_index
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702739220,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702740744,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702742266,115.71.16.143,1.0,2.0,1.0,Single failure,0.0948,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702737747,60.191.229.146,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702737728,183.136.178.30,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702737728,183.136.178.26,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702737747,220.191.194.42,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702737728,183.136.169.234,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702743789,115.71.16.143,3.0,2.0,1.0,Single failure,0.1205,0.0,0.0,,,,,,
EARLY_ALERT,,1702745423,103.89.91.98,,,,,,,,BRUTE_FORCE,1702745412.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1702745425,103.89.91.98,,,,,,,,SCAN,1702745412.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702738462,220.189.210.211,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702738462,122.224.69.34,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702738822,122.224.73.38,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702697112,103.207.39.212,5.0,4.0,1.0,Single failure,0.1172,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702745310,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702697815,181.214.87.4,85.0,24.0,3.0,Brute-force,0.0616,0.0,1.0,,,,,,
EARLY_ALERT,,1702747172,84.131.85.55,,,,,,,,BRUTE_FORCE,1702747154.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702740033,115.233.91.246,3.0,2.0,1.0,Single failure,0.1205,0.0,0.0,,,,,,
EARLY_ALERT,,1702747205,181.214.87.4,,,,,,,,BRUTE_FORCE,1702747163.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1702747592,183.129.154.138,,,,,,,,BRUTE_FORCE,1702747580.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1702747798,103.207.38.179,,,,,,,,BRUTE_FORCE,1702747789.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702740655,115.233.91.242,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702704500,103.79.141.173,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702728831,5.188.10.180,33.0,5.0,2.0,Scan,0.1296,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702746829,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
EARLY_ALERT,,1702748347,5.188.10.180,,,,,,,,BRUTE_FORCE,1702748317.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1702748355,5.188.10.180,,,,,,,,SCAN,1702748317.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702748345,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702707277,5.188.10.156,118.0,26.0,3.0,Brute-force,0.0947,0.0,1.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702691702,103.74.121.96,13.0,7.0,3.0,Brute-force,-0.0309,1.0,1.0,,,,,,
EARLY_ALERT,,1702751022,103.74.121.96,,,,,,,,BRUTE_FORCE,1702751010.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702749862,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
EARLY_ALERT,,1702751708,51.15.221.204,,,,,,,,BRUTE_FORCE,1702751686.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702744873,183.136.178.26,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702744873,220.191.194.42,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702744873,183.136.169.234,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702744872,60.191.229.146,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702744873,183.136.178.30,3.0,2.0,1.0,Single failure,0.1205,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702738997,202.92.128.175,1.0,2.0,1.0,Single failure,0.0948,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702291033,103.207.37.82,7.0,5.0,2.0,Scan,0.1143,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702745619,220.189.210.211,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702745631,122.224.69.34,3.0,2.0,1.0,Single failure,0.1205,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702686607,103.207.39.16,7.0,5.0,2.0,Scan,0.1143,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702751379,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702746002,122.224.73.38,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
EARLY_ALERT,,1702753433,185.165.29.62,,,,,,,,BRUTE_FORCE,1702753408.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1702753470,185.165.29.62,,,,,,,,SCAN,1702753408.0,15.0,15.0,unique_users=4 >= 4,15.0
EARLY_ALERT,,1702753537,122.70.145.45,,,,,,,,BRUTE_FORCE,1702753526.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702747203,115.233.91.246,1.0,2.0,1.0,Single failure,0.0948,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702752896,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702747824,115.233.91.242,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702587769,103.204.70.183,14.0,7.0,3.0,Brute-force,0.0474,0.0,1.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702754413,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702755931,115.71.16.143,3.0,2.0,1.0,Single failure,0.1205,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702725104,195.154.37.122,7.0,3.0,2.0,Scan,0.0342,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702757448,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702751983,183.136.169.234,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702751983,60.191.229.146,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702751983,183.136.178.26,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702751983,183.136.178.30,1.0,2.0,1.0,Single failure,0.0948,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702751983,220.191.194.42,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
EARLY_ALERT,,1702759334,51.15.130.194,,,,,,,,BRUTE_FORCE,1702759314.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702752759,220.189.210.211,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702752775,122.224.69.34,3.0,2.0,1.0,Single failure,0.1205,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702751724,51.15.221.204,38.0,13.0,3.0,Brute-force,-0.0132,1.0,1.0,,,,,,
EARLY_ALERT,,1702760038,51.15.221.204,,,,,,,,BRUTE_FORCE,1702760021.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702753162,122.224.73.38,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702758965,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702754357,115.233.91.246,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702760483,115.71.16.143,3.0,2.0,1.0,Single failure,0.1205,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702754981,115.233.91.242,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702731341,185.222.209.151,41.0,3.0,2.0,Scan,0.1435,0.0,0.0,,,,,,
EARLY_ALERT,,1702763389,185.222.209.151,,,,,,,,BRUTE_FORCE,1702763332.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702762000,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702752028,202.92.128.175,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702651186,103.99.0.122,74.0,53.0,3.0,Brute-force,0.0709,0.0,1.0,,,,,,
EARLY_ALERT,,1702765001,103.99.0.122,,,,,,,,BRUTE_FORCE,1702764989.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1702765006,103.99.0.122,,,,,,,,SCAN,1702764989.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702763518,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702748257,103.79.141.173,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702759088,220.191.194.42,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702759088,60.191.229.146,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702759088,183.136.178.26,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702759088,183.136.178.30,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702759088,183.136.169.234,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702765034,115.71.16.143,1.0,2.0,1.0,Single failure,0.0948,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702759890,220.189.210.211,3.0,2.0,1.0,Single failure,0.1205,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702759910,122.224.69.34,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702760323,122.224.73.38,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702697602,185.165.29.57,270.0,61.0,3.0,Brute-force,0.0646,0.0,1.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702766553,115.71.16.143,1.0,2.0,1.0,Single failure,0.0948,0.0,0.0,,,,,,
EARLY_ALERT,,1702768080,185.165.29.57,,,,,,,,BRUTE_FORCE,1702768056.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1702768102,185.165.29.57,,,,,,,,SCAN,1702768056.0,13.0,13.0,unique_users=4 >= 4,13.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702761506,115.233.91.246,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702762133,115.233.91.242,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702768071,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
EARLY_ALERT,,1702770923,114.112.48.155,,,,,,,,BRUTE_FORCE,1702770906.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702769586,115.71.16.143,1.0,2.0,1.0,Single failure,0.0948,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702759349,51.15.130.194,35.0,13.0,3.0,Brute-force,-0.0161,1.0,1.0,,,,,,
EARLY_ALERT,,1702772174,51.15.130.194,,,,,,,,BRUTE_FORCE,1702772156.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702771103,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702760055,51.15.221.204,34.0,13.0,3.0,Brute-force,-0.0158,1.0,1.0,,,,,,
EARLY_ALERT,,1702773056,51.15.221.204,,,,,,,,BRUTE_FORCE,1702773040.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702766214,183.136.169.234,1.0,2.0,1.0,Single failure,0.0948,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702766214,60.191.229.146,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702766214,220.191.194.42,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702766214,183.136.178.30,1.0,2.0,1.0,Single failure,0.0948,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702766214,183.136.178.26,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
EARLY_ALERT,,1702773725,51.15.207.143,,,,,,,,BRUTE_FORCE,1702773709.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702772620,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702767043,220.189.210.211,3.0,2.0,1.0,Single failure,0.1205,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702767067,122.224.69.34,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702739077,5.188.10.182,53.0,12.0,3.0,Brute-force,0.1177,0.0,1.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702767501,122.224.73.38,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702774137,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702768679,115.233.91.246,3.0,2.0,1.0,Single failure,0.1205,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702769308,115.233.91.242,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702775652,115.71.16.143,1.0,2.0,1.0,Single failure,0.0948,0.0,0.0,,,,,,
EARLY_ALERT,,1702777284,183.129.170.130,,,,,,,,BRUTE_FORCE,1702777273.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702764720,202.92.128.175,1.0,2.0,1.0,Single failure,0.0948,0.0,0.0,,,,,,
EARLY_ALERT,,1702778238,218.156.85.17,,,,,,,,BRUTE_FORCE,1702778228.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702777169,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702779112,212.83.176.1,2.0,2.0,1.0,Single failure,0.0244,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702778685,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702773344,60.191.229.146,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702773344,220.191.194.42,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702773344,183.136.178.26,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702773344,183.136.178.30,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702773344,183.136.169.234,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
EARLY_ALERT,,1702780720,103.207.39.38,,,,,,,,BRUTE_FORCE,1702780709.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1702780725,103.207.39.38,,,,,,,,SCAN,1702780709.0,8.0,8.0,unique_users=4 >= 4,8.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702774198,220.189.210.211,1.0,2.0,1.0,Single failure,0.0948,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702774238,122.224.69.34,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702780201,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702772190,51.15.130.194,34.0,13.0,3.0,Brute-force,-0.0158,1.0,1.0,,,,,,
EARLY_ALERT,,1702781823,51.15.130.194,,,,,,,,BRUTE_FORCE,1702781805.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702774683,122.224.73.38,1.0,2.0,1.0,Single failure,0.0948,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702775865,115.233.91.246,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702781718,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702584674,195.154.63.158,11.0,3.0,2.0,Scan,0.0232,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702776484,115.233.91.242,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
EARLY_ALERT,,1702784639,66.35.51.195,,,,,,,,BRUTE_FORCE,1702784619.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702783236,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702731641,159.203.87.8,113.0,31.0,3.0,Brute-force,0.091,0.0,1.0,,,,,,
EARLY_ALERT,,1702785774,159.203.87.8,,,,,,,,BRUTE_FORCE,1702785753.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702784754,115.71.16.143,3.0,2.0,1.0,Single failure,0.1205,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702690993,61.153.56.30,13.0,7.0,3.0,Brute-force,0.046,0.0,1.0,,,,,,
EARLY_ALERT,,1702787558,51.15.129.62,,,,,,,,BRUTE_FORCE,1702787542.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702780477,183.136.169.234,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702780477,183.136.178.26,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702780477,60.191.229.146,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702780477,220.191.194.42,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702780477,183.136.178.30,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702364891,103.207.39.154,12.0,8.0,3.0,Brute-force,0.1033,0.0,1.0,,,,,,
EARLY_ALERT,,1702787674,103.207.39.154,,,,,,,,BRUTE_FORCE,1702787662.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1702787679,103.207.39.154,,,,,,,,SCAN,1702787662.0,8.0,8.0,unique_users=4 >= 4,8.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702786270,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702781354,220.189.210.211,1.0,2.0,1.0,Single failure,0.0948,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702781402,122.224.69.34,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702781863,122.224.73.38,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702748426,5.188.10.180,109.0,26.0,3.0,Brute-force,0.095,0.0,1.0,,,,,,
EARLY_ALERT,,1702789282,5.188.10.180,,,,,,,,BRUTE_FORCE,1702789246.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1702789292,5.188.10.180,,,,,,,,SCAN,1702789246.0,7.0,7.0,unique_users=4 >= 4,7.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702787787,115.71.16.143,3.0,2.0,1.0,Single failure,0.1205,0.0,0.0,,,,,,
EARLY_ALERT,,1702789712,192.151.237.154,,,,,,,,BRUTE_FORCE,1702789677.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702765744,103.79.141.173,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702777408,202.92.128.175,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702783042,115.233.91.246,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702644044,212.237.41.152,109.0,32.0,3.0,Brute-force,-0.0156,1.0,1.0,,,,,,
EARLY_ALERT,,1702790632,212.237.41.152,,,,,,,,BRUTE_FORCE,1702790611.0,6.0,6.0,max_failure_streak=6 >= 6,6.0
EARLY_ALERT,,1702790692,212.237.41.152,,,,,,,,SCAN,1702790611.0,25.0,25.0,unique_users=4 >= 4,25.0
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702789303,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702783662,115.233.91.242,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702790819,115.71.16.143,3.0,2.0,1.0,Single failure,0.1205,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702792336,115.71.16.143,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702747208,181.214.87.4,45.0,7.0,3.0,Brute-force,0.1257,0.0,1.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702752782,103.207.39.16,8.0,5.0,2.0,Scan,0.115,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702731798,103.207.36.21,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702787612,183.136.178.30,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702787612,183.136.169.234,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702787612,183.136.178.26,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
FINAL_CLASSIFICATION,KNOWN_ATTACK,1702787612,60.191.229.146,2.0,2.0,1.0,Single failure,0.1042,0.0,0.0,,,,,,
